timestamp,symbol,price
2025-10-08T17:40:30.778698,AAPL,143.17
2025-10-08T17:40:30.791266,AAPL,141.93
2025-10-08T17:40:30.803873,AAPL,141.63
2025-10-08T17:40:30.816432,AAPL,141.83
2025-10-08T17:40:30.828978,AAPL,141.54
2025-10-08T17:40:30.841512,AAPL,135.33
2025-10-08T17:40:30.854051,AAPL,133.79
2025-10-08T17:40:30.866584,AAPL,128.84
2025-10-08T17:40:30.879122,AAPL,126.66
2025-10-08T17:40:30.891655,AAPL,124.13
2025-10-08T17:40:30.904190,AAPL,125.95
2025-10-08T17:40:30.916715,AAPL,125.74
2025-10-08T17:40:30.929244,AAPL,127.77
2025-10-08T17:40:30.941772,AAPL,130.53
2025-10-08T17:40:30.954336,AAPL,131.77
2025-10-08T17:40:30.966733,AAPL,136.83
2025-10-08T17:40:30.979320,AAPL,138.13
2025-10-08T17:40:30.989855,AAPL,136.14
2025-10-08T17:40:31.001539,AAPL,139.01
2025-10-08T17:40:31.013855,AAPL,138.34
2025-10-08T17:40:31.026449,AAPL,139.61
2025-10-08T17:40:31.039007,AAPL,141.65
2025-10-08T17:40:31.051561,AAPL,138.11
2025-10-08T17:40:31.064128,AAPL,133.2
2025-10-08T17:40:31.076725,AAPL,132.74
2025-10-08T17:40:31.087267,AAPL,130.53
2025-10-08T17:40:31.098231,AAPL,130.42
2025-10-08T17:40:31.110880,AAPL,129.45
2025-10-08T17:40:31.122551,AAPL,132.47
2025-10-08T17:40:31.134509,AAPL,133.47
2025-10-08T17:40:31.147104,AAPL,138.27
2025-10-08T17:40:31.159675,AAPL,136.99
2025-10-08T17:40:31.172249,AAPL,139.01
2025-10-08T17:40:31.184809,AAPL,136.95
2025-10-08T17:40:31.197170,AAPL,134.65
2025-10-08T17:40:31.207436,AAPL,134.35
2025-10-08T17:40:31.220001,AAPL,134.61
2025-10-08T17:40:31.232549,AAPL,136.95
2025-10-08T17:40:31.243946,AAPL,140.2
2025-10-08T17:40:31.255922,AAPL,139.85
2025-10-08T17:40:31.268486,AAPL,135.6
2025-10-08T17:40:31.281044,AAPL,139.23
2025-10-08T17:40:31.293611,AAPL,139.81
2025-10-08T17:40:31.305918,AAPL,144.55
2025-10-08T17:40:31.318482,AAPL,145.81
2025-10-08T17:40:31.330480,AAPL,143.36
2025-10-08T17:40:31.340540,AAPL,140.76
2025-10-08T17:40:31.353085,AAPL,141.55
2025-10-08T17:40:31.365641,AAPL,140.75
2025-10-08T17:40:31.378199,AAPL,144.94
2025-10-08T17:40:31.389914,AAPL,145.07
2025-10-08T17:40:31.402491,AAPL,150.92
2025-10-08T17:40:31.414767,AAPL,152.25
2025-10-08T17:40:31.427169,AAPL,154.22
2025-10-08T17:40:31.439248,AAPL,155.2
2025-10-08T17:40:31.451805,AAPL,151.21
2025-10-08T17:40:31.464373,AAPL,151.82
2025-10-08T17:40:31.476930,AAPL,149.97
2025-10-08T17:40:31.489495,AAPL,149.67
2025-10-08T17:40:31.502046,AAPL,156.3
2025-10-08T17:40:31.513808,AAPL,162.56
2025-10-08T17:40:31.526386,AAPL,157.19
2025-10-08T17:40:31.538942,AAPL,156.39
2025-10-08T17:40:31.551510,AAPL,161.1
2025-10-08T17:40:31.563811,AAPL,163.35
2025-10-08T17:40:31.576361,AAPL,160.9
2025-10-08T17:40:31.588805,AAPL,159.74
2025-10-08T17:40:31.601359,AAPL,160.77
2025-10-08T17:40:31.613817,AAPL,158.13
2025-10-08T17:40:31.624085,AAPL,162.22
2025-10-08T17:40:31.636659,AAPL,157.75
2025-10-08T17:40:31.649217,AAPL,155.42
2025-10-08T17:40:31.661735,AAPL,156.26
2025-10-08T17:40:31.672562,AAPL,154.1
2025-10-08T17:40:31.685131,AAPL,155.0
2025-10-08T17:40:31.697688,AAPL,152.9
2025-10-08T17:40:31.710252,AAPL,151.34
2025-10-08T17:40:31.722784,AAPL,151.85
2025-10-08T17:40:31.735330,AAPL,152.58
2025-10-08T17:40:31.747878,AAPL,149.56
2025-10-08T17:40:31.760415,AAPL,149.68
2025-10-08T17:40:31.772947,AAPL,151.36
2025-10-08T17:40:31.785486,AAPL,149.12
2025-10-08T17:40:31.798024,AAPL,148.48
2025-10-08T17:40:31.810555,AAPL,151.11
2025-10-08T17:40:31.823075,AAPL,153.27
2025-10-08T17:40:31.835609,AAPL,156.23
2025-10-08T17:40:31.848102,AAPL,158.15
2025-10-08T17:40:31.859356,AAPL,159.0
2025-10-08T17:40:31.871920,AAPL,160.0
2025-10-08T17:40:31.884483,AAPL,157.75
2025-10-08T17:40:31.897069,AAPL,160.74
2025-10-08T17:40:31.909707,AAPL,166.65
2025-10-08T17:40:31.920520,AAPL,164.36
2025-10-08T17:40:31.931399,AAPL,166.98
2025-10-08T17:40:31.943962,AAPL,163.92
2025-10-08T17:40:31.956523,AAPL,162.65
2025-10-08T17:40:31.967428,AAPL,163.92
2025-10-08T17:40:31.980003,AAPL,157.73
2025-10-08T17:40:31.992576,AAPL,158.17
2025-10-08T17:40:32.005154,AAPL,150.6
2025-10-08T17:40:32.017834,AAPL,154.02
2025-10-08T17:40:32.028196,AAPL,150.22
2025-10-08T17:40:32.040785,AAPL,146.37
2025-10-08T17:40:32.053456,AAPL,140.35
